"animal_project_code","station_name","latitude","longitude"
"2017_Fremur","F1",48.5626481,-2.0795972
"2017_Fremur","F2",48.56322,-2.0790824
"2017_Fremur","F3",48.5636697,-2.0788951
"2017_Fremur","F4",48.5641765,-2.0788492
"2017_Fremur","F5",48.5645998,-2.0790669
"2017_Fremur","F6",48.56484265,-2.07960655
"2017_Fremur","F7",48.5650855,-2.0801462
"2017_Fremur","F8",48.5653218,-2.0805222
"2017_Fremur","F9",48.5656499,-2.0810702
"2017_Fremur","F10",48.5662115,-2.0816408
"2017_Fremur","F11",48.5671059,-2.0811708
"2017_Fremur","F12",48.5677951,-2.0814957
"2017_Fremur","F13",48.5685506,-2.0817457
"2017_Fremur","F14",48.5692092,-2.0827875
"2017_Fremur","F15",48.5697487,-2.0838722
"2017_Fremur","F16",48.570391,-2.0848718
"2017_Fremur","F17",48.5709197,-2.0859962
"2017_Fremur","F19",48.5711972,-2.0875173
"2017_Fremur","F20",48.5710153,-2.0888171
"2017_Fremur","F18",48.5725315,-2.0845636
"2017_Fremur","F23",48.5703,-2.0916271
"2017_Fremur","F22",48.5708606,-2.0903234
"2017_Fremur","F21",48.572804,-2.0902
"2017_Fremur","F25",48.5703243,-2.0931643
"2017_Fremur","F26",48.570855,-2.094656
"2017_Fremur","F24",48.5663244,-2.0924762
"2017_Fremur","F27",48.5764351,-2.0978072
"2017_Fremur","F28",48.5769283,-2.099336
"2017_Fremur","F29",48.5763816,-2.1022033
"2017_Fremur","F30",48.5771422,-2.1027529
"2017_Fremur","F31",48.580934,-2.1078641
"2017_Fremur","F32",48.582385,-2.1078699
"2017_Fremur","F33",48.5873987,-2.1203978
"2017_Fremur","F34",48.5884209,-2.1221963
"2017_Fremur","rel_fremur",48.5661,-2.0806
