"animal_project_code","station_name","latitude","longitude"
"DAK","Markiezaat-5",51.483798,4.228604
"DAK","Markiezaat-7",51.509707,4.176225
"DAK","Markiezaat-6",51.513097,4.218352
"DAK","Markiezaat-3",51.45897,4.229676
"DAK","Markiezaat-4",51.462835,4.225819
"DAK","Markiezaat-1",51.40197,4.235801
"DAK","s-12",51.30305,4.28731
"DAK","s-11",51.29646,4.2857
"DAK","ak-41",51.239128,4.397469
"DAK","s-10a",51.235423,4.396673
"DAK","ws-55",51.40221,4.02998
"DAK","ws-18",51.3482621,3.8147323
"DAK","ws-2C",51.4169613,3.7188079
"DAK","ws-53",51.41651283,4.027360624
"DAK","bpns-middelkerkebank",51.3033,2.7125
"DAK","ws-42A",51.42251303,4.032860596
"DAK","bpns-Nauticaena",51.30056,2.869061
"DAK","Markiezaat-8",51.511428,4.170344
"DAK","ws-W6",51.41834,3.453181
"DAK","ws-16",51.3544901,3.795027
"DAK","ws-14",51.3601518,3.7798113
"DAK","ws-12A",51.3648799,3.765539
"DAK","ws-6",51.3913098,3.7161726
"DAK","ws-11",51.41163,3.70746
"DAK","ws-4",51.3970414,3.7153436
"DAK","ws-PVTSS",51.4018055,3.7089134
"DAK","Markiezaat-2",51.438485,4.234839
"DAK","ws-F42",51.42786,4.03246
"DAK","ws-53A",51.411167,4.029233
"DAK","bpns-G-88",51.46078,3.052711
"DAK","ws-borssele",51.431616667,3.704916667
"DAK","bpns-nieuwpoortbank",51.1695,2.6015
"DAK","s-STD3",51.330504,4.270161
"DAK","ws-DL7",51.471342,3.475013
"DAK","ws-25A",51.352186,3.781008
"DAK","ws-A1",51.3724995,3.7229828
"DAK","ws-A3",51.3655375,3.734487
"DAK","ws-15A",51.3805457,3.717259
"DAK","ws-15",51.386465,3.7080085
"DAK","rel_markiezaat",51.485749,4.231882
