"animal_project_code","station_name","latitude","longitude"
"2014_Nene","Nene1",52.501359,-0.457504
"2014_Nene","Nene2",52.5181,-0.462327
"2014_Nene","Nene3",52.520948,-0.459427
"2014_Nene","Nene6",52.512671,-0.422816
"2014_Nene","Nene7",52.516966,-0.41662
"2014_Nene","Nene8",52.532269,-0.405248
"2014_Nene","Nene10",52.562164,-0.416704
"2014_Nene","Nene15",52.582893,-0.408341
"2014_Nene","Nene16",52.582893,-0.408341
"2014_Nene","Nene17",52.56297,-0.364242
"2014_Nene","Nene19",52.558471,-0.341352
"2014_Nene","Nene27",52.576516,-0.125599
"2014_Nene","Nene28",52.576795,-0.123919
"2014_Nene","Nene29",52.611081,0.066577
"2014_Nene","Nene30",52.807336,0.213339
"2014_Nene","Nene4",52.516491,-0.458905
"2014_Nene","Nene5",52.516092,-0.421161
"2014_Nene","Nene20",52.553619,-0.337051
"2014_Nene","Nene23",52.553031,-0.33489
"2014_Nene","Nene24",52.552154,-0.332637
"2014_Nene","Nene25",52.56006,-0.282503
"2014_Nene","Nene26",52.560515,-0.281025
"2014_Nene","Nene22",52.552793,-0.33397
"2014_Nene","Nene13",52.571406,-0.415309
"2014_Nene","Nene9",52.532899,-0.404621
"2014_Nene","Nene11",52.559161,-0.414673
"2014_Nene","rel_nene",52.501614,-0.457053
