"animal_project_code","station_name","latitude","longitude"
"2021_YEELAZ","151 FLO CRUZ",39.4366,-31.1544
"2021_YEELAZ","155 FLO CRUZ",39.4418,-31.1701
"2021_YEELAZ","rel_cruz5",39.43667,-31.15445
"2021_YEELAZ","rel_cruz6",39.43809,-31.15699
"2021_YEELAZ","rel_cruz3",39.43553,-31.14768
"2021_YEELAZ","149 FLO CRUZ",39.43551,-31.1477
"2021_YEELAZ","rel_cruz4",39.43575,-31.14871
"2021_YEELAZ","148 FLO CRUZ",39.43512,-31.1458
"2021_YEELAZ","rel_cruz2",39.43513,-31.14579
"2021_YEELAZ","156 FLO CRUZ",39.43787,-31.1664
"2021_YEELAZ","154 FLO CRUZ",39.43899,-31.1637
"2021_YEELAZ","152 FLO CRUZ",39.43845,-31.157
"2021_YEELAZ","146 FLO CRUZ",39.43506,-31.1409
"2021_YEELAZ","rel_cruz7",39.43789,-31.16639
"2021_YEELAZ","rel_cruz1",39.44186,-31.17014
"2021_YEELAZ","rel_cruz8",39.43728,-31.16747
"2021_YEELAZ","rel_cruz9",39.43734,-31.16873
"2021_YEELAZ","rel_cruz10",39.43734,-31.16873
