"animal_project_code","station_name","latitude","longitude"
"EMMN","59",69.972376,23.398833
"EMMN","45",70.021667,23.343333
"EMMN","44",70.019167,23.339667
"EMMN","43",70.0165,23.337333
"EMMN","28",70.085,23.0525
"EMMN","29",70.084833,23.0635
"EMMN","26",70.085,23.0425
"EMMN","30",70.084333,23.071167
"EMMN","21",70.215,23.173167
"EMMN","42",70.012667,23.3305
"EMMN","31",70.084833,23.084667
"EMMN","9",70.201667,23.049667
"EMMN","8",70.201,23.038667
"EMMN","10",70.202833,23.060167
"EMMN","38",70.000167,23.310167
"EMMN","36",69.993667,23.300167
"EMMN","11",70.203667,23.070167
"EMMN","12",70.204833,23.080333
"EMMN","40",70.006333,23.319167
"EMMN","7",70.199667,23.028833
"EMMN","41",70.009667,23.324833
"EMMN","13",70.205667,23.090167
"EMMN","39",70.003333,23.315
"EMMN","5",70.1975,23.009167
"EMMN","27",70.0845,23.032167
"EMMN","25",70.085,23.021833
"EMMN","24",70.085167,23.010833
"EMMN","3",70.195333,22.987167
"EMMN","14",70.206667,23.100167
"EMMN","15",70.207667,23.110333
"EMMN","35",70.085333,23.126467
"EMMN","23",70.0849,23.0015
"EMMN","17",70.209833,23.131167
"EMMN","18",70.210833,23.140667
"EMMN","20",70.213167,23.161
"EMMN","rel_emmn1",69.95785,23.344467
"EMMN","rel_emmn2",69.968117,23.376517
