"animal_project_code","station_name","latitude","longitude"
"SEMP","above-kaunas-2",54.874228,24.001093
"SEMP","above-kaunas-3",54.873063,23.999205
"SEMP","above-kaunas-4",54.873579,23.999337
"SEMP","above-kaunas-1",54.874171,24.001707
"SEMP","Rusne-1",55.254931,21.426594
"SEMP","Rusne-2",55.270805,21.410735
"SEMP","Rusne-3",55.249009,21.433182
"SEMP","Rusne-4",55.233365,21.440105
"SEMP","klaipeda-1",55.718779,21.104573
"SEMP","klaipeda-4",55.720791,21.101353
"SEMP","klaipeda-2",55.727228,21.081867
"SEMP","klaipeda-3",55.695975,21.12433
"SEMP","below-kaunas-2",54.874708,23.999465
"SEMP","below-kaunas-3",54.875486,24.000087
"SEMP","below-kaunas-4",54.876396,23.999052
"SEMP","below-kaunas-1",54.874708,23.999465
"SEMP","rel_semp1",55.252724,25.99083
"SEMP","rel_semp2",55.292887,24.896493
"SEMP","rel_semp3",54.93961,25.659288
"SEMP","rel_semp4",55.643545,25.577403
"SEMP","rel_semp5",54.760719,25.354126
"SEMP","rel_semp6",54.994366,25.802195
"SEMP","rel_semp7",54.874169,24.001905
