"","HH5","HH6","HH7","HH8","HH9","S13","S09","S12","S02","S08","ak-29","S18","S17","S16","ak-28","ak-32","ak-33","HH4","S15","ak-31","HH3","HH2","HH1","ak-30","ak-34","HH10","ak-35","S07","S14","S10","HH11","ak-36","ak-39","ak-40","ak-42","ak-2","ak-3","ak-1","ak-5","ak-4","ak-8","ak-9","ak-10","ak-11","ak-6","ak-7","ma-1","ma-5","ma-2","ma-6","ma-8","ma-9","ak-17","ak-19","ak-21","ak-22","ma-7","ak-23","ak-24","ak-25","ak-26","ak-27","ak-x","ak-14","ak-13","ak-44","ak-47","s-9","s-8","s-7","s-6","ak-46","ak-48","ws-42A","ws-11","ma-3","ws-53A","ws-53","ws-TRAWL","s-11","s-5","s-4c","s-4b","s-4a","s-4","s-3","s-8a","s-9a","ak-45","ws-55","ws-16","ws-14","ws-12A","ws-2C","s-12","ws-18","ws-25B","ws-6","ws-STEEN","ws-A1","ws-A3","ws-HW6","ws-25","ws-PPB","ws-23","ws-A5","ws-PVTSS","bpns-D1","bpns-WK12","S09-2","ws-25A","ws-PPC","ak-41","ws-SP3","ws-WN2","ws-GVWSP","zandvlietsluis haven B","ak-12","bpns-A1BIS","ws-4","s-10a","bpns-S4","ws-F42","ws-OGDL","ws-DL7","ws-DL9","s-Vlassenbroek","me-7-2","bpns-Whitley","rel_albertkanaal2","rel_albertkanaal1","rel_albertkanaal3","rel_albertkanaal4"
"ak-29",13825.7345968759,10511.6655845176,8721.8048453956,4969.40260063443,1924.05714308542,141.411357442269,199.976409434341,141.411357442928,199.976409434341,241.39956215944,0,199.976409434341,241.39956215944,341.38776687661,299.964614151511,341.38776687661,782.763738470473,16698.3992879073,341.38776687661,341.38776687661,19860.9220989953,21392.165777403,25885.918057821,199.976409434341,5531.07426424696,8555.24735690619,20107.5944471961,199.976409434341,241.39956215944,199.976409434341,13162.2126746165,20831.7931336745,45563.1262513203,46528.7244999588,56787.4994055283,86279.0077800911,85330.5608806304,86271.9534750982,84771.988655676,83664.9318000408,81409.4705353317,80785.2600535704,79678.2504474896,79395.427732605,84047.7616194641,83323.5534830749,69746.1404545992,72111.7436676754,69904.7220610422,179141.362013926,179182.766266829,179224.189419554,60342.311554108,53124.3129955392,45413.6356164191,37350.2683518534,179224.189419554,36750.3391235501,33109.3406010061,32409.4231679858,28668.4364407245,27968.5190077042,299.964614151511,71653.1690973484,73491.5167440984,63946.7155641528,74461.5467367033,65560.9283968536,71009.2886544028,78761.3041370507,80751.0656863192,73620.2179462406,75961.6060552347,94063.4359789042,118110.58059037,83050.8656120184,93824.8996076275,94173.426728696,135868.470849729,68699.0471056413,85944.820448956,88658.8751838127,91307.2633121303,94645.5568784813,105025.927049561,109146.889855274,71209.2839636597,65360.9330875975,64829.5242068062,93310.6798756586,112301.262171698,113152.593507236,113903.936638056,117659.202073701,68799.0353103578,111191.389374734,112274.117727356,116599.342002112,134908.598982858,116472.209353053,116003.688937117,95143.3011406428,113925.354700632,116342.21351311,114659.555932185,115535.168521181,117554.937705675,200213.65066104,162101.077256591,199.976409434341,113383.99052432,116342.21351311,57311.7216825723,136762.638310417,135912.757193338,136324.125529706,72996.0169143896,78822.7090980198,171592.817350533,116947.86912318,57894.5373613415,164170.859166462,94411.9630999726,134070.096137245,137101.16288641,135852.741922887,96035.3891994467,81206.881014783,202741.875949703,37350.2683518534,87303.1710807218,33109.3406010061,28668.4364407245
"S18",14025.7110063103,10711.641993952,8921.78125482994,5169.37901006877,2124.03355251976,141.411357442269,0,141.411357442928,0,99.9976546280086,199.976409434341,0,99.9976546280086,141.411357442269,99.9882047171704,141.411357442269,582.787329036132,16898.3756973416,141.411357442269,141.411357442269,20060.8985084296,21592.1421868373,26085.8944672553,0,5731.0506736813,8755.22376634053,19907.6180377618,0,99.9976546280086,0,13362.1890840508,20631.8167242402,45363.1498418859,46328.7480905244,56587.5229960939,86478.9841895255,85530.5372900648,86471.9298845325,84971.9650651103,83864.9082094751,81609.446944766,80985.2364630047,79878.226856924,79595.4041420393,84247.7380288985,83523.5298925092,69946.1168640336,72311.7200771098,70104.6984704765,179341.33842336,179382.742676264,179424.165828989,60542.2879635424,53324.2894049736,45613.6120258534,37550.2447612877,179424.165828989,36950.3155329845,33309.3170104404,32609.3995774201,28868.4128501588,28168.4954171385,99.9882047171704,71853.1455067827,73691.4931535327,63746.7391547185,74261.5703272689,65360.9519874192,70809.3122449684,78561.3277276164,80551.0892768849,73420.2415368063,75761.6296458003,93863.4595694699,117910.604180936,83250.8420214527,93624.9231981931,93973.4503192616,135668.494440295,68499.070696207,85744.8440395216,88458.8987743784,91107.286902696,94445.5804690469,104825.950640127,108946.91344584,71009.3075542254,65160.9566781632,64629.5477973718,93110.7034662243,112101.285762264,112952.617097801,113703.960228622,117459.225664267,68599.0589009235,110991.412965299,112074.141317922,116399.365592678,134708.622573424,116272.232943619,115803.712527683,94943.3247312085,113725.378291197,116142.237103676,114459.579522751,115335.192111747,117354.961296241,200013.674251605,161901.100847157,0,113184.014114886,116142.237103676,57111.745273138,136562.661900983,135712.780783903,136124.149120272,72796.0405049552,79022.6855074542,171392.840941099,116747.892713746,57694.5609519072,163970.882757028,94211.9866905383,133870.11972781,136901.186476976,135652.765513453,95835.4127900124,81006.9046053486,202541.899540268,37550.2447612877,87503.1474901561,33309.3170104404,28868.4128501588
"S17",14067.1341590353,10753.065146677,8963.20440755501,5210.80216279383,2165.45670524483,99.9882047171704,99.9976546280086,241.409012070937,99.9976546280086,0,241.39956215944,99.9976546280086,0,99.9882047171704,141.411357442269,99.9882047171704,541.364176311033,16939.7988500667,99.9882047171704,99.9882047171704,20102.3216611547,21633.5653395624,26127.3176199804,99.9976546280086,5772.47382640637,8796.64691906559,19866.1948850367,99.9976546280086,0,99.9976546280086,13403.6122367759,20590.3935715151,45321.7266891609,46287.3249377993,56546.0998433688,86520.4073422505,85571.9604427898,86513.3530372576,85013.3882178354,83906.3313622002,81650.8700974911,81026.6596157298,79919.650009649,79636.8272947644,84289.1611816235,83564.9530452343,69987.5400167586,72353.1432298349,70146.1216232016,179382.761576085,179424.165828989,179465.588981714,60583.7111162674,53365.7125576986,45655.0351785785,37591.6679140128,179465.588981714,36991.7386857095,33350.7401631655,32650.8227301452,28909.8360028839,28209.9185698636,141.411357442269,71894.5686595078,73732.9163062578,63705.3160019934,74220.1471745438,65319.5288346941,70767.8890922433,78519.9045748913,80509.6661241598,73378.8183840812,75720.2064930752,93822.0364167448,117869.181028211,83292.2651741778,93583.500045468,93932.0271665365,135627.07128757,68457.6475434819,85703.4208867965,88417.4756216533,91065.8637499709,94404.1573163218,104784.527487401,108905.490293115,70967.8844015003,65119.5335254381,64588.1246446467,93069.2803134992,112059.862609538,112911.193945076,113662.537075897,117417.802511541,68557.6357481984,110949.989812574,112032.718165197,116357.942439953,134667.199420699,116230.809790894,115762.289374958,94901.9015784834,113683.955138472,116100.813950951,114418.156370026,115293.768959022,117313.538143516,199972.25109888,161859.677694432,99.9976546280086,113142.590962161,116100.813950951,57070.3221204129,136521.238748257,135671.357631178,136082.725967547,72754.6173522301,79064.1086601792,171351.417788374,116706.469561021,57653.1377991821,163929.459604303,94170.5635378132,133828.696575085,136859.763324251,135611.342360728,95793.9896372873,80965.4814526235,202500.476387543,37591.6679140128,87544.5706428812,33350.7401631655,28909.8360028839
"S16",14167.1223637525,10853.0533513942,9063.19261227218,5310.790367511,2265.444909962,199.976409434341,141.411357442269,282.822714885197,141.411357442269,99.9882047171704,341.38776687661,141.411357442269,99.9882047171704,0,99.9976546280086,0,441.375971593863,17039.7870547839,0,0,20202.3098658719,21733.5535442795,26227.3058246976,141.411357442269,5872.46203112354,8896.63512378276,19766.2066803195,141.411357442269,99.9882047171704,141.411357442269,13503.6004414931,20490.4053667979,45221.7384844437,46187.3367330822,56446.1116386517,86620.3955469677,85671.948647507,86613.3412419747,85113.3764225526,84006.3195669173,81750.8583022083,81126.647820447,80019.6382143662,79736.8154994816,84389.1493863407,83664.9412499515,70087.5282214758,72453.131434552,70246.1098279188,179482.749780802,179524.154033706,179565.577186431,60683.6993209846,53465.7007624158,45755.0233832956,37691.65611873,179565.577186431,37091.7268904267,33450.7283678827,32750.8109348624,29009.8242076011,28309.9067745807,99.9976546280086,71994.556864225,73832.904510975,63605.3277972762,74120.1589698267,65219.540629977,70667.9008875261,78419.9163701741,80409.6779194426,73278.830179364,75620.2182883581,93722.0482120276,117769.192823493,83392.2533788949,93483.5118407509,93832.0389618194,135527.083082852,68357.6593387647,85603.4326820794,88317.4874169361,90965.8755452537,94304.1691116047,104684.539282684,108805.502088398,70867.8961967831,65019.5453207209,64488.1364399296,92969.292108782,111959.874404821,112811.205740359,113562.54887118,117317.814306824,68457.6475434812,110850.001607857,111932.72996048,116257.954235236,134567.211215981,116130.821586177,115662.301170241,94801.9133737662,113583.966933755,116000.825746234,114318.168165309,115193.780754305,117213.549938799,199872.262894163,161759.689489715,141.411357442269,113042.602757443,116000.825746234,56970.3339156957,136421.25054354,135571.369426461,135982.73776283,72654.629147513,79164.0968648964,171251.429583657,116606.481356304,57553.1495944649,163829.471399586,94070.575333096,133728.708370368,136759.775119533,135511.35415601,95694.0014325701,80865.4932479064,202400.488182826,37691.65611873,87644.5588475984,33450.7283678827,29009.8242076011
"ak-28",14125.6992110274,10811.6301986691,9021.76945954711,5269.36721478594,2224.02175723693,241.39956215944,99.9882047171704,241.399562160098,99.9882047171704,141.411357442269,299.964614151511,99.9882047171704,141.411357442269,99.9976546280086,0,99.9976546280086,482.799124318962,16998.3639020588,99.9976546280086,99.9976546280086,20160.8867131468,21692.1303915545,26185.8826719725,99.9882047171704,5831.03887839847,8855.2119710577,19807.6298330446,99.9882047171704,141.411357442269,99.9882047171704,13462.177288768,20531.828519523,45263.1616371688,46228.7598858073,56487.5347913767,86578.9723942426,85630.5254947819,86571.9180892497,85071.9532698275,83964.8964141923,81709.4351494832,81085.2246677219,79978.2150616411,79695.3923467565,84347.7262336156,83623.5180972264,70046.1050687508,72411.708281827,70204.6866751937,179441.326628077,179482.730880981,179524.154033706,60642.2761682596,53424.2776096907,45713.6002305706,37650.2329660049,179524.154033706,37050.3037377016,33409.3052151576,32709.3877821373,28968.401054876,28268.4836218557,0,71953.1337114999,73791.4813582499,63646.7509500013,74161.5821225518,65260.963782702,70709.3240402512,78461.3395228992,80451.1010721677,73320.2533320891,75661.6414410832,93763.4713647527,117810.615976218,83350.8302261699,93524.934993476,93873.4621145445,135568.506235578,68399.0824914898,85644.8558348044,88358.9105696612,91007.2986979788,94345.5922643298,104725.962435409,108846.925241123,70909.3193495082,65060.968473446,64529.5595926547,93010.7152615071,112001.297557546,112852.628893084,113603.972023905,117359.237459549,68499.0706962063,110891.424760582,111974.153113205,116299.377387961,134608.634368706,116172.244738902,115703.724322966,94843.3365264913,113625.39008648,116042.248898959,114359.591318034,115235.20390703,117254.973091524,199913.686046888,161801.11264244,99.9882047171704,113084.025910168,116042.248898959,57011.7570684208,136462.673696265,135612.792579186,136024.160915555,72696.0523002381,79122.6737121713,171292.852736382,116647.904509029,57594.57274719,163870.894552311,94111.9984858211,133770.131523093,136801.198272259,135552.777308735,95735.4245852952,80906.9164006315,202441.911335551,37650.2329660049,87603.1356948733,33409.3052151576,28968.401054876
"ak-32",14167.1223637525,10853.0533513942,9063.19261227218,5310.790367511,2265.444909962,199.976409434341,141.411357442269,282.822714885197,141.411357442269,99.9882047171704,341.38776687661,141.411357442269,99.9882047171704,0,99.9976546280086,0,441.375971593863,17039.7870547839,0,0,20202.3098658719,21733.5535442795,26227.3058246976,141.411357442269,5872.46203112354,8896.63512378276,19766.2066803195,141.411357442269,99.9882047171704,141.411357442269,13503.6004414931,20490.4053667979,45221.7384844437,46187.3367330822,56446.1116386517,86620.3955469677,85671.948647507,86613.3412419747,85113.3764225526,84006.3195669173,81750.8583022083,81126.647820447,80019.6382143662,79736.8154994816,84389.1493863407,83664.9412499515,70087.5282214758,72453.131434552,70246.1098279188,179482.749780802,179524.154033706,179565.577186431,60683.6993209846,53465.7007624158,45755.0233832956,37691.65611873,179565.577186431,37091.7268904267,33450.7283678827,32750.8109348624,29009.8242076011,28309.9067745807,99.9976546280086,71994.556864225,73832.904510975,63605.3277972762,74120.1589698267,65219.540629977,70667.9008875261,78419.9163701741,80409.6779194426,73278.830179364,75620.2182883581,93722.0482120276,117769.192823493,83392.2533788949,93483.5118407509,93832.0389618194,135527.083082852,68357.6593387647,85603.4326820794,88317.4874169361,90965.8755452537,94304.1691116047,104684.539282684,108805.502088398,70867.8961967831,65019.5453207209,64488.1364399296,92969.292108782,111959.874404821,112811.205740359,113562.54887118,117317.814306824,68457.6475434812,110850.001607857,111932.72996048,116257.954235236,134567.211215981,116130.821586177,115662.301170241,94801.9133737662,113583.966933755,116000.825746234,114318.168165309,115193.780754305,117213.549938799,199872.262894163,161759.689489715,141.411357442269,113042.602757443,116000.825746234,56970.3339156957,136421.25054354,135571.369426461,135982.73776283,72654.629147513,79164.0968648964,171251.429583657,116606.481356304,57553.1495944649,163829.471399586,94070.575333096,133728.708370368,136759.775119533,135511.35415601,95694.0014325701,80865.4932479064,202400.488182826,37691.65611873,87644.5588475984,33450.7283678827,29009.8242076011
"ak-33",14608.4983353464,11294.4293229881,9504.56858386604,5752.16633910487,2706.82088155586,641.352381028204,582.787329036132,724.19868647906,582.787329036132,541.364176311033,782.763738470473,582.787329036132,541.364176311033,441.375971593863,482.799124318962,441.375971593863,0,17481.1630263777,441.375971593863,441.375971593863,20643.6858374657,22174.9295158734,26668.6817962914,582.787329036132,6313.8380027174,9338.01109537663,19324.8307087256,582.787329036132,541.364176311033,582.787329036132,13944.9764130869,20049.029395204,44780.3625128498,45745.9607614883,56004.7356670578,87061.7715185616,86113.3246191009,87054.7172135686,85554.7523941464,84447.6955385112,82192.2342738021,81568.0237920408,80461.0141859601,80178.1914710754,84830.5253579346,84106.3172215453,70528.9041930697,72894.5074061459,70687.4857995127,179924.125752396,179965.5300053,180006.953158025,61125.0752925785,53907.0767340097,46196.3993548895,38133.0320903238,180006.953158025,37533.1028620206,33892.1043394765,33192.1869064562,29451.2001791949,28751.2827461746,482.799124318962,72435.9328358188,74274.2804825689,63163.9518256824,73678.7829982328,64778.1646583831,70226.5249159323,77978.5403985802,79968.3019478487,72837.4542077701,75178.8423167642,93280.6722404337,117327.816851899,83833.6293504888,93042.135869157,93390.6629902255,135085.707111259,67916.2833671708,85162.0567104855,87876.1114453423,90524.4995736598,93862.7931400108,104243.16331109,108364.126116804,70426.5202251892,64578.1693491271,64046.7604683357,92527.9161371882,111518.498433227,112369.829768765,113121.172899586,116876.43833523,68016.2715718873,110408.625636263,111491.353988886,115816.578263642,134125.835244387,115689.445614583,115220.925198647,94360.5374021724,113142.590962161,115559.44977464,113876.792193715,114752.404782711,116772.173967205,199430.886922569,161318.313518121,582.787329036132,112601.226785849,115559.44977464,56528.9579441018,135979.874571946,135129.993454867,135541.361791236,72213.2531759191,79605.4728364903,170810.053612063,116165.10538471,57111.7736228711,163388.095427992,93629.1993615021,133287.332398774,136318.39914794,135069.978184417,95252.6254609762,80424.1172763125,201959.112211232,38133.0320903238,88085.9348191922,33892.1043394765,29451.2001791949
"HH4",2872.66469103136,6186.73370338967,7976.59444251169,11728.9966872729,14774.3421448219,16839.8106453495,16898.3756973416,16839.8106453502,16898.3756973416,16939.7988500667,16698.3992879073,16898.3756973416,16939.7988500667,17039.7870547839,16998.3639020588,17039.7870547839,17481.1630263777,0,17039.7870547839,17039.7870547839,3162.522811088,4693.76648949566,9187.5187699137,16898.3756973416,18922.7328922054,21946.9059848646,36805.9937351033,16898.3756973416,16939.7988500667,16898.3756973416,26553.8713025749,37530.1924215817,62261.5255392274,63227.1237878659,73485.8986934354,69580.608492184,68632.1615927233,69573.5541871911,68073.5893677689,66966.5325121337,64711.0712474246,64086.8607656633,62979.8511595825,62697.0284446979,67349.362331557,66625.1541951678,53047.7411666921,55413.3443797683,53206.322773135,162442.962726019,162484.366978922,162525.790131647,43643.9122662009,36425.913707632,28715.2363285119,20651.8690639461,162525.790131647,20051.9398356429,16410.9413130988,15711.0238800785,11970.0371528172,11270.1197197969,16998.3639020588,54954.7698094412,56793.1174561913,80645.1148520599,91159.9460246103,82259.3276847606,87707.6879423098,95459.7034249578,97449.4649742263,90318.6172341477,92660.0053431417,110761.835266811,134808.979878277,66352.4663241113,110523.298895535,110871.826016603,152566.870137636,85397.4463935484,102643.219736863,105357.27447172,108005.662600037,111343.956166388,121724.326337468,125845.289143181,87907.6832515668,82059.3323755046,81527.9234947132,110009.079163566,128999.661459605,129850.992795143,130602.335925963,134357.601361608,85497.4345982649,127889.788662641,128972.517015263,133297.741290019,151606.998270765,133170.60864096,132702.088225024,111841.70042855,130623.753988539,133040.612801018,131357.955220092,132233.567809088,134253.336993583,216912.049948947,178799.476544499,16898.3756973416,130082.389812227,133040.612801018,74010.1209704794,153461.037598324,152611.156481245,153022.524817614,89694.4162022966,62124.3098101127,188291.216638441,133646.268411088,74592.9366492486,180869.25845437,111110.36238788,150768.495425152,153799.562174317,152551.141210794,112733.788487354,97905.28030269,219440.27523761,20651.8690639461,70604.7717928147,16410.9413130988,11970.0371528172
"S15",14167.1223637525,10853.0533513942,9063.19261227218,5310.790367511,2265.444909962,199.976409434341,141.411357442269,282.822714885197,141.411357442269,99.9882047171704,341.38776687661,141.411357442269,99.9882047171704,0,99.9976546280086,0,441.375971593863,17039.7870547839,0,0,20202.3098658719,21733.5535442795,26227.3058246976,141.411357442269,5872.46203112354,8896.63512378276,19766.2066803195,141.411357442269,99.9882047171704,141.411357442269,13503.6004414931,20490.4053667979,45221.7384844437,46187.3367330822,56446.1116386517,86620.3955469677,85671.948647507,86613.3412419747,85113.3764225526,84006.3195669173,81750.8583022083,81126.647820447,80019.6382143662,79736.8154994816,84389.1493863407,83664.9412499515,70087.5282214758,72453.131434552,70246.1098279188,179482.749780802,179524.154033706,179565.577186431,60683.6993209846,53465.7007624158,45755.0233832956,37691.65611873,179565.577186431,37091.7268904267,33450.7283678827,32750.8109348624,29009.8242076011,28309.9067745807,99.9976546280086,71994.556864225,73832.904510975,63605.3277972762,74120.1589698267,65219.540629977,70667.9008875261,78419.9163701741,80409.6779194426,73278.830179364,75620.2182883581,93722.0482120276,117769.192823493,83392.2533788949,93483.5118407509,93832.0389618194,135527.083082852,68357.6593387647,85603.4326820794,88317.4874169361,90965.8755452537,94304.1691116047,104684.539282684,108805.502088398,70867.8961967831,65019.5453207209,64488.1364399296,92969.292108782,111959.874404821,112811.205740359,113562.54887118,117317.814306824,68457.6475434812,110850.001607857,111932.72996048,116257.954235236,134567.211215981,116130.821586177,115662.301170241,94801.9133737662,113583.966933755,116000.825746234,114318.168165309,115193.780754305,117213.549938799,199872.262894163,161759.689489715,141.411357442269,113042.602757443,116000.825746234,56970.3339156957,136421.25054354,135571.369426461,135982.73776283,72654.629147513,79164.0968648964,171251.429583657,116606.481356304,57553.1495944649,163829.471399586,94070.575333096,133728.708370368,136759.775119533,135511.35415601,95694.0014325701,80865.4932479064,202400.488182826,37691.65611873,87644.5588475984,33450.7283678827,29009.8242076011
"ak-31",14167.1223637525,10853.0533513942,9063.19261227218,5310.790367511,2265.444909962,199.976409434341,141.411357442269,282.822714885197,141.411357442269,99.9882047171704,341.38776687661,141.411357442269,99.9882047171704,0,99.9976546280086,0,441.375971593863,17039.7870547839,0,0,20202.3098658719,21733.5535442795,26227.3058246976,141.411357442269,5872.46203112354,8896.63512378276,19766.2066803195,141.411357442269,99.9882047171704,141.411357442269,13503.6004414931,20490.4053667979,45221.7384844437,46187.3367330822,56446.1116386517,86620.3955469677,85671.948647507,86613.3412419747,85113.3764225526,84006.3195669173,81750.8583022083,81126.647820447,80019.6382143662,79736.8154994816,84389.1493863407,83664.9412499515,70087.5282214758,72453.131434552,70246.1098279188,179482.749780802,179524.154033706,179565.577186431,60683.6993209846,53465.7007624158,45755.0233832956,37691.65611873,179565.577186431,37091.7268904267,33450.7283678827,32750.8109348624,29009.8242076011,28309.9067745807,99.9976546280086,71994.556864225,73832.904510975,63605.3277972762,74120.1589698267,65219.540629977,70667.9008875261,78419.9163701741,80409.6779194426,73278.830179364,75620.2182883581,93722.0482120276,117769.192823493,83392.2533788949,93483.5118407509,93832.0389618194,135527.083082852,68357.6593387647,85603.4326820794,88317.4874169361,90965.8755452537,94304.1691116047,104684.539282684,108805.502088398,70867.8961967831,65019.5453207209,64488.1364399296,92969.292108782,111959.874404821,112811.205740359,113562.54887118,117317.814306824,68457.6475434812,110850.001607857,111932.72996048,116257.954235236,134567.211215981,116130.821586177,115662.301170241,94801.9133737662,113583.966933755,116000.825746234,114318.168165309,115193.780754305,117213.549938799,199872.262894163,161759.689489715,141.411357442269,113042.602757443,116000.825746234,56970.3339156957,136421.25054354,135571.369426461,135982.73776283,72654.629147513,79164.0968648964,171251.429583657,116606.481356304,57553.1495944649,163829.471399586,94070.575333096,133728.708370368,136759.775119533,135511.35415601,95694.0014325701,80865.4932479064,202400.488182826,37691.65611873,87644.5588475984,33450.7283678827,29009.8242076011
