"","s-5","s-6","s-8a","s-9a","s-10a","ws-55","ws-53A","s-4a","s-4b","s-Dendermonde2","s-7","s-9","ws-12","ws-15A","bpns-W1","rel_station1","s-8","ws-51","s-4c","ws-2","ws-ARV3","ws-6","ws-4","ws-SS2","ws-HSS","ws-13","bpns-WZ","ws-W7","ws-STEEN","ws-PVTSS","ws-23","ws-16","ws-18","ws-25B","ws-12A","ws-A1","ws-A3","bpns-WK14","ws-25","ws-25A","ws-A5","ws-1","ws-14","bpns-O6","bpns-OH1","ws-F42","ws-HW6","ws-F53","ws-SS5","bpns-NRT4","bpns-A1BIS","bpns-Trapegeer","bpns-WK12","bpns-ZW1","bpns-Faulbaums","bpns-nieuwpoortbank","s-3","ws-VH8","ws-PPC","ws-2C","ru-1","s-11","bpns-WENDUINEBANKW","bpns-LNG","FISHINTEL_Mistwrak1","FISHINTEL_Mistwrak4","FISHINTEL_Mistwrak2","s-12","bpns-ZAND4","ak-45","rel_station3","ws-15","ak-41","ws-PPB","ws-42A","ws-11","bpns-NIEUWPOORTKUST8","ws-53","ak-47","ak-44","ak-42","me-7-2","s-Vlassenbroek","M-6","ws-W6","ws-OG10","ws-WN2","ws-TRAWL","ws-DL7","ws-SP3","ws-OGDL","s-Dendermonde","s-4","ws-GVWSP","ws-DL9","rel_station2","bh-37","rel_station4","ws-DL12","bpns-Whitley","me-7-2b","bpns-zbw1","s-STD3","bpns-zbe1","bpns-Nauticaena","bpns-Grafton","bpns-LottoBuoy","bpns-ZA2","ws-borssele","s-2a","bpns-middelkerkebank","bpns-Cpowerreefballs-CPOD","bpns-CPowerReefballs-EMOBON","bpns-Birkenfels","s-Wichelen","bpns-HD17","bpns-zbw3","bpns-zbe3","bpns-zbe2","bpns-zbw2","bpns-G-88","Rt8","Rt7","Rt6","Rt5","Rt4","Rt3","Rt1","Rt2","ws-OG16","bpns-VG2","bpns-APCpower2","bpns-APCpower3","bpns-APCpower4","ws-SS3","ws-SS4","bpns-NieuwpoortSheltered","GVS-KL-D","T 11-GVS 2","M 12","VL 3","D 7-J 2","AD-WNB-A","D 20","IN 10","O-IN OBSTN","VL 9","BS 11A","ZM 4","O 40","NM 12-NB 1","NM 18","OM 3","NM 1-ZM 2","WM 3","VL 2-SG 1","SM-KB 2","SM 7-ZS 16","SM 8","SO 23","T 5-MH 2","MH 4-M 1","W 14","M 16","T 1","T 9","M-ZINKER","T 10","T 27","SO 10","bpns-Belwindreefballs-CPOD","VH 2","BO 18","VVG 5","T 2","B 1A","T 7","bpns-Fairplay","bpns-D1"
"s-5",0,5210.56175919382,14793.2955963551,20541.0738880194,28248.354931924,67493.4088533559,68007.5583515622,8800.03997521763,5362.02345471362,17872.8154950013,7058.83197704711,20441.0868359038,88878.629963018,90681.3056663458,120968.190586087,2713.84899514547,14993.2697005854,68987.3305938047,2713.84899514547,98099.8958146998,99291.368511483,90781.2914143277,91129.7754124439,98595.6464151089,99102.685534168,92085.2842776018,130412.44541096,109765.608672553,109089.97181376,91736.8002794854,88841.3917274988,86483.1501509429,85373.2643043459,90681.3056663458,87985.8686103233,90654.1100496169,90185.5550659365,124944.603028158,88107.1854957463,87565.840380812,89717.000082256,98327.0629273933,87234.5093806331,154739.475047067,154863.724172134,68394.5264850566,69325.77197313,68556.0138456434,97391.639299817,118038.476038224,145773.012364733,183516.090688355,136281.476685549,130482.303302569,171570.581244056,180191.051727991,23383.326673347,98073.1406378977,90523.9964452624,91840.9641669707,19462.5031116863,42700.275605176,155409.687866497,129520.929958123,172756.629901479,172815.199274438,172673.797151434,42983.0798511856,129499.598820683,39427.9284971597,8482.89582588558,91132.7076520884,28548.3160882689,90523.9964452624,68246.013982905,92292.3661527137,174347.529730345,68356.0423496786,50193.3839568113,40034.9533642006,29113.9232761554,19462.5031116863,10189.797828181,26686.9927640266,110238.341795736,109006.699927922,110094.007433087,110049.658818421,111282.107450301,110943.666070975,108251.161254597,17048.6661340575,19362.5630083446,110405.253195684,110033.751720342,24910.3202470056,89614.0938318224,45614.1013128159,109175.296363523,176919.96356116,16017.3918616262,130650.901042302,46855.3610090863,129451.072066513,154688.456493179,154100.711403788,149725.966889652,130189.457741901,93520.6392533554,33414.5537309939,166221.123507034,181094.296139403,149547.326531127,184573.271641279,38208.0142837905,118038.476038224,131964.936524368,128134.104344804,128692.602457677,131299.342284367,138674.02425798,26838.504016584,27221.2940105762,27362.6961335807,27462.6818815631,27504.0982565852,27604.0840045677,27886.8882505774,27845.4718755552,108865.297804918,156153.131257108,153165.652796217,152458.642181193,151693.062193209,98540.0092817927,98105.7602939873,184234.389822029,321718.479985385,321159.981872513,326576.365261501,339451.509274007,344320.683068773,348313.002608922,353910.518156152,352199.83694181,355893.445137872,362254.164941161,361889.657777173,367435.765191758,379841.88378561,372750.473884714,373678.73888024,375515.720579442,366755.967147185,363665.231761312,365956.640279309,366566.618252115,365076.868130506,365618.218461971,350477.942628734,318459.120777129,318093.483781074,331281.559895963,328968.912833932,314769.69072057,319880.252386323,318769.120639867,324185.064893062,335623.168894162,343126.278132346,167902.406905019,319228.889337676,363380.282257968,358580.966354812,315179.698501543,329439.959617331,319190.394769237,179232.61062319,174392.318784937
"s-6",5210.56175919382,0,9582.73383716125,15330.5121288256,23037.7931727301,62282.8470941621,62796.9965923683,14010.6017344114,10572.5852139074,23083.3772541952,1848.27021785329,15230.52507671,83668.0682038242,85470.743907152,115757.628826893,7924.41075433929,9782.70794139155,63776.7688346108,7924.41075433929,92889.334055506,94080.8067522891,85570.7296551338,85919.21365325,93385.0846559151,93892.1237749742,86874.7225184079,125201.883651766,104555.046913359,103879.410054567,86526.2385202915,83630.829968305,81272.5883917491,80162.702545152,85470.743907152,82775.3068511295,85443.5482904231,84974.9933067426,119734.041268964,82896.6237365524,82355.2786216181,84506.4383230621,93116.5011681994,82023.9476214392,149528.913287873,149653.16241294,63183.9647258628,64115.2102139362,63345.4520864495,92181.0775406231,112827.91427903,140562.450605539,178305.528929161,131070.914926355,125271.741543375,166360.019484863,174980.489968797,28593.8884325408,92862.5788787038,85313.4346860686,86630.4024077769,14251.9413524925,37489.7138459822,150199.126107303,124310.36819893,167546.068142285,167604.637515245,167463.23539224,37772.5180919918,124289.037061489,34217.3667379659,3272.33406669175,85922.1458928945,23337.7543290751,85313.4346860686,63035.4522237112,87081.8043935199,169136.967971151,63145.4805904848,44982.8221976175,34824.3916050068,23903.3615169616,14251.9413524925,15400.3595873748,21476.4310048327,105027.780036542,103796.138168728,104883.445673893,104839.097059227,106071.545691107,105733.104311781,103040.599495403,22259.2278932513,24573.1247675384,105194.69143649,104823.189961148,19699.7584878118,84403.5320726286,40403.5395536221,103964.734604329,171709.401801966,10806.8301024324,125440.339283109,41644.7992498925,124240.51030732,149477.894733986,148890.149644594,144515.405130458,124978.895982707,88310.0774941616,38625.1154901877,161010.56174784,175883.734380209,144336.764771933,179362.709882085,43418.5760429843,112827.91427903,126754.374765174,122923.54258561,123482.040698483,126088.780525173,133463.462498787,32049.0657757778,32431.85576977,32573.2578927745,32673.2436407569,32714.660015779,32814.6457637615,33097.4500097712,33056.0336347491,103654.736045724,150942.569497914,147955.091037023,147248.080421999,146482.500434015,93329.4475225989,92895.1985347934,179023.828062835,316507.918226192,315949.420113319,321365.803502307,334240.947514813,339110.121309579,343102.440849728,348699.956396959,346989.275182616,350682.883378678,357043.603181967,356679.096017979,362225.203432564,374631.322026416,367539.91212552,368468.177121046,370305.158820249,361545.405387992,358454.670002118,360746.078520115,361356.056492921,359866.306371313,360407.656702777,345267.380869541,313248.559017935,312882.922021881,326070.998136769,323758.351074739,309559.128961376,314669.69062713,313558.558880674,318974.503133868,330412.607134968,337915.716373152,162691.845145825,314018.327578482,358169.720498775,353370.404595619,309969.13674235,324229.397858137,313979.833010043,174022.048863996,169181.757025743
"s-8a",14793.2955963551,9582.73383716125,0,5747.77829166434,13455.0593355689,52700.1132570009,53214.2627552071,23593.3355715727,20155.3190510687,32666.1110913564,7734.46361930797,5647.79123954873,74085.3343666629,75888.0100699907,106174.894989732,17507.1445915005,199.974104230292,54194.0349974496,17507.1445915005,83306.6002183447,84498.0729151278,75987.9958179725,76336.4798160887,83802.3508187538,84309.3899378129,77291.9886812466,115619.149814605,94972.3130761978,94296.6762174053,76943.5046831302,74048.0961311437,71689.8545545878,70579.9687079907,75888.0100699907,73192.5730139682,75860.8144532618,75392.2594695813,110151.307431803,73313.8898993911,72772.5447844568,74923.7044859008,83533.7673310381,72441.2137842779,139946.179450712,140070.428575779,53601.2308887016,54532.4763767749,53762.7182492883,82598.3437034618,103245.180441869,130979.716768378,168722.795092,121488.181089194,115689.007706214,156777.285647701,165397.756131636,38176.6222697021,83279.8450415425,75730.7008489073,77047.6685706156,10004.0236161211,27906.9800088209,140616.392270142,114727.634361768,157963.334305124,158021.903678083,157880.501555079,28189.7842548306,114706.303224328,24634.6329008047,6310.3997704695,76339.4120557332,13755.0204919138,75730.7008489073,53452.71838655,77499.0705563586,159554.23413399,53562.7467533235,35400.0883604563,25241.6577678456,14320.6276798004,10004.0236161211,24983.0934245361,17228.5132684614,95445.0461993809,94213.404331567,95300.7118367319,95256.3632220655,96488.8118539457,96150.3704746197,93457.8656582415,31841.9617304125,34155.8586046996,95611.9575993289,95240.4561239869,10117.0246506505,74820.7982354673,30820.8057164608,94382.0007671679,162126.667964805,6558.91236606104,115857.605445947,32062.0654127312,114657.776470158,139895.160896824,139307.415807433,134932.671293297,115396.162145546,78727.3436570003,48207.8493273489,151427.827910679,166301.000543048,134754.030934772,169779.976044924,53001.3098801455,103245.180441869,117171.640928013,113340.808748449,113899.306861322,116506.046688011,123880.728661625,41631.7996129391,42014.5896069312,42155.9917299358,42255.9774779182,42297.3938529403,42397.3796009228,42680.1838469324,42638.7674719103,94072.0022085624,141359.835660753,138372.357199862,137665.346584838,136899.766596854,83746.7136854376,83312.4646976321,169441.094225674,306925.184389031,306366.686276158,311783.069665146,324658.213677652,329527.387472418,333519.707012567,339117.222559798,337406.541345455,341100.149541517,347460.869344806,347096.362180818,352642.469595403,365048.588189255,357957.178288359,358885.443283885,360722.424983088,351962.671550831,348871.936164957,351163.344682954,351773.32265576,350283.572534152,350824.922865616,335684.64703238,303665.825180774,303300.18818472,316488.264299608,314175.617237578,299976.395124215,305086.956789969,303975.825043513,309391.769296707,320829.873297807,328332.982535991,153109.111308664,304435.593741321,348586.986661614,343787.670758458,300386.402905189,314646.664020976,304397.099172882,164439.315026835,159599.023188582
"s-9a",20541.0738880194,15330.5121288256,5747.77829166434,0,7707.2810439048,46952.3349653368,47466.484463543,29341.1138632371,25903.097342733,38413.8893830208,13482.2419109723,99.9870521156117,68337.5560749988,70140.2317783266,100427.116698068,23254.9228831649,5547.80418743405,48446.2567057855,23254.9228831649,77558.8219266806,78750.2946234637,70240.2175263085,70588.7015244247,78054.5725270897,78561.6116461488,71544.2103895826,109871.371522941,89224.5347845337,88548.8979257412,71195.7263914662,68300.3178394796,65942.0762629237,64832.1904163267,70140.2317783266,67444.7947223041,70113.0361615977,69644.4811779172,104403.529140139,67566.111607727,67024.7664927928,69175.9261942368,77785.989039374,66693.4354926139,134198.401159048,134322.650284115,47853.4525970375,48784.6980851109,48014.9399576242,76850.5654117977,97497.4021502049,125231.938476714,162975.016800336,115740.40279753,109941.22941455,151029.507356037,159649.977839972,43924.4005613664,77532.0667498785,69982.9225572432,71299.8902789515,15751.8019077855,22159.2017171568,134868.613978478,108979.856070104,152215.55601346,152274.125386419,152132.723263415,22442.0059631665,108958.524932664,18886.8546091406,12058.1780621338,70591.6337640692,8007.24220024978,69982.9225572432,47704.9400948859,71751.2922646945,153806.455842326,47814.9684616594,29652.3100687922,19493.8794761815,8572.84938813629,15751.8019077855,30730.8717162004,22976.2915601257,89697.2679077168,88465.6260399029,89552.9335450678,89508.5849304015,90741.0335622816,90402.5921829556,87710.0873665775,37589.7400220769,39903.636896364,89864.1793076649,89492.6778323228,4369.24635898645,69073.0199438032,25073.0274247968,88634.2224755038,156378.889673141,12306.6906577254,110109.827154283,26314.2871210671,108909.998178494,134147.38260516,133559.637515769,129184.893001632,109648.383853882,72979.5653653362,53955.6276190133,145680.049619015,160553.222251384,129006.252643108,164032.19775326,58749.0881718099,97497.4021502049,111423.862636349,107593.030456785,108151.528569658,110758.268396347,118132.950369961,47379.5779046034,47762.3678985956,47903.7700216001,48003.7557695825,48045.1721446046,48145.1578925871,48427.9621385968,48386.5457635747,88324.2239168983,135612.057369089,132624.578908198,131917.568293174,131151.98830519,77998.9353937735,77564.6864059681,163693.31593401,301177.406097366,300618.907984494,306035.291373482,318910.435385988,323779.609180754,327771.928720903,333369.444268133,331658.763053791,335352.371249853,341713.091053142,341348.583889154,346894.691303739,359300.809897591,352209.399996695,353137.664992221,354974.646691423,346214.893259167,343124.157873293,345415.56639129,346025.544364096,344535.794242487,345077.144573952,329936.868740715,297918.04688911,297552.409893056,310740.486007944,308427.838945913,294228.616832551,299339.178498304,298228.046751849,303643.991005043,315082.095006143,322585.204244327,147361.333017,298687.815449657,342839.208369949,338039.892466793,294638.624613525,308898.885729312,298649.320881218,158691.536735171,153851.244896918
"s-10a",28248.354931924,23037.7931727301,13455.0593355689,7707.2810439048,0,39303.6245985246,39817.7740967308,37048.3949071416,33610.3783866376,46121.1704269253,21189.5229548768,7807.26809602014,60688.8457081866,62491.5214115144,92778.4063312552,30962.2039270694,13255.0852313386,40797.5463389733,30962.2039270694,69910.1115598683,71101.5842566514,62591.5071594962,62939.9911576124,70405.8621602774,70912.9012793365,63895.5000227703,102222.661156128,81575.8244177214,80900.1875589289,63547.0160246539,60651.6074726674,58293.3658961115,57183.4800495145,62491.5214115144,59796.0843554919,62464.3257947855,61995.770811105,96754.8187733265,59917.4012409148,59376.0561259805,61527.2158274245,70137.2786725618,59044.7251258016,126549.690792236,126673.939917303,40204.7422302253,41135.9877182987,40366.229590812,69201.8550449855,89848.6917833927,117583.228109901,155326.306433524,108091.692430718,102292.519047738,143380.796989225,152001.26747316,51631.6816052709,69883.3563830662,62334.212190431,63651.1799121393,23459.08295169,14510.4913503446,127219.903611666,101331.145703292,144566.845646648,144625.415019607,144484.012896603,14793.2955963542,101309.814565852,11238.1442423284,19765.4591060384,62942.9233972569,299.961156344973,62334.212190431,40056.2297280737,64102.5818978822,146157.745475514,40166.2580948472,22003.59970198,11845.1691093693,865.568344231485,23459.08295169,38438.1527601049,30683.5726040303,82048.5575409045,80816.9156730906,81904.2231782555,81859.8745635892,83092.3231954693,82753.8818161433,80061.3769997652,45297.0210659814,47610.9179402685,82215.4689408526,81843.9674655105,3396.60536201092,61424.3095769909,17424.3170579845,80985.5121086915,148730.179306329,20013.9717016299,102461.116787471,18665.5767542549,101261.287811682,126498.672238348,125910.927148957,121536.18263482,101999.67348707,65330.8549985239,61662.9086629178,138031.339252203,152904.511884571,121357.542276296,156383.487386448,66456.3692157144,89848.6917833927,103775.152269536,99944.3200899728,100502.818202845,103109.558029535,110484.240003149,55086.8589485079,55469.6489425001,55611.0510655046,55711.036813487,55752.4531885091,55852.4389364916,56135.2431825013,56093.8268074792,80675.513550086,127963.347002277,124975.868541386,124268.857926362,123503.277938378,70350.2250269612,69915.9760391558,156044.605567198,293528.695730554,292970.197617682,298386.58100667,311261.725019176,316130.898813942,320123.218354091,325720.733901321,324010.052686979,327703.660883041,334064.38068633,333699.873522342,339245.980936927,351652.099530779,344560.689629883,345488.954625409,347325.936324611,338566.182892354,335475.447506481,337766.856024478,338376.833997284,336887.083875675,337428.43420714,322288.158373903,290269.336522298,289903.699526243,303091.775641132,300779.128579101,286579.906465739,291690.468131492,290579.336385037,295995.280638231,307433.384639331,314936.493877515,139712.622650187,291039.105082845,335190.498003137,330391.182099981,286989.914246713,301250.1753625,291000.610514406,151042.826368359,146202.534530106
"ws-55",67493.4088533559,62282.8470941621,52700.1132570009,46952.3349653368,39303.6245985246,0,1041.28559204017,76293.4488285735,72855.4323080695,85366.2243483573,60434.5768763088,47052.3220174522,21385.2211096622,23187.89681299,53474.7817327306,70207.2578485014,52500.1391527706,2606.76460520859,70207.2578485014,30606.4869613439,31797.959658127,23287.8825609718,23636.366559088,31102.237561753,31609.2766808121,24591.8754242459,62919.0365576037,42272.1998191969,41596.5629604044,24243.3914261295,21347.982874143,18989.7412975871,17879.8554509901,23187.89681299,20492.4597569675,23160.7011962611,22692.1462125806,57451.1941748019,20613.7766423904,20072.4315274562,22223.5912289001,30833.6540740373,19741.1005272773,87246.0661937114,87370.3153187784,3023.86972400373,3823.76614092405,1765.4531173988,29898.230446461,50545.0671848681,78279.6035113767,116022.681835,68788.0678321932,62988.894449213,104077.172390701,112697.642874636,90876.7355267029,30579.7317845418,23030.5875919066,24347.5553136149,62704.136873122,24993.1073524093,87916.2790131414,62027.5211047674,105263.221048123,105321.790421083,105180.388298078,24510.3290021703,62006.189967327,28596.7724192792,59010.5130274703,23639.2987987325,39262.2082235018,23030.5875919066,2382.53234042422,24798.9572993578,106854.120876989,1682.62297561968,19841.0862752596,29462.3420676434,39886.3860884809,62704.136873122,77683.2066815368,69928.6265254622,42744.93294238,41513.2910745661,42600.598579731,42556.2499650646,43788.6985969448,43450.2572176188,40757.7524012407,84542.0749874133,86855.9718617005,42911.8443423281,42540.342866986,42641.6592834429,22120.6849784666,21879.30754054,41681.887510167,109426.554707804,59259.0256230619,63157.4921889463,20638.0478442699,61957.6632131573,87195.0476398235,86607.3025504322,82232.5580362956,62696.048888545,26027.2303999995,100907.96258435,98727.714653678,113600.887286047,82053.9176777712,117079.862787924,105701.423137146,50545.0671848681,64471.5276710118,60640.6954914482,61199.1936043207,63805.9334310106,71180.6154046243,94331.9128699399,94714.7028639321,94856.1049869366,94956.090734919,94997.5071099411,95097.4928579236,95380.2971039333,95338.8807289112,41371.8889515615,88659.722403752,85672.2439428614,84965.2333278375,84199.6533398532,31046.6004284368,30612.3514406313,116740.980968674,254225.071132031,253666.573019158,259082.956408146,271958.100420652,276827.274215418,280819.593755567,286417.109302798,284706.428088455,288400.036284517,294760.756087806,294396.248923818,299942.356338403,312348.474932255,305257.065031359,306185.330026885,308022.311726088,299262.558293831,296171.822907957,298463.231425954,299073.20939876,297583.459277152,298124.809608616,282984.53377538,250965.711923774,250600.07492772,263788.151042608,261475.503980578,247276.281867215,252386.843532969,251275.711786513,256691.656039707,268129.760040807,275632.869278991,100408.998051663,251735.480484321,295886.873404614,291087.557501458,247686.289648189,261946.550763976,251696.985915882,111739.201769834,106898.909931582
"ws-53A",68007.5583515622,62796.9965923683,53214.2627552071,47466.484463543,39817.7740967308,1041.28559204017,0,76807.5983267797,73369.5818062757,85880.3738465635,60948.726374515,47566.4715156584,21285.2353616797,23087.9110650074,53374.7959847481,70721.4073467076,53014.2886509768,1565.47901316842,70721.4073467076,30506.5012133614,31697.9739101445,23187.8968129893,23536.3808111055,31002.2518137705,31509.2909328296,24491.8896762634,62819.0508096212,42172.2140712144,41496.5772124219,24143.405678147,21247.9971261605,18889.7555496046,17779.8697030076,23087.9110650074,20392.474008985,23060.7154482786,22592.1604645981,57351.2084268194,20513.7908944079,19972.4457794736,22123.6054809176,30733.6683260548,19641.1147792948,87146.0804457289,87270.3295707959,2065.41427374284,2782.48054888387,724.167525358899,29798.2446984785,50445.0814368855,78179.6177633942,115922.696087017,68688.0820842107,62888.9087012305,103977.186642718,112597.657126653,91390.8850249091,30479.7460365592,22930.6018439241,24247.5695656323,63218.2863713282,25507.2568506156,87816.2932651589,61927.5353567848,105163.235300141,105221.8046731,105080.402550096,25024.4785003766,61906.2042193445,29110.9219174855,59524.6625256766,23539.31305075,39776.357721708,22930.6018439241,1424.07689016333,24698.9715513753,106754.135129007,641.337383579505,20355.2357734658,29976.4915658497,40400.5355866871,63218.2863713282,78197.356179743,70442.7760236684,42644.9471943975,41413.3053265836,42500.6128317485,42456.2642170821,43688.7128489623,43350.2714696363,40657.7666532581,85056.2244856196,87370.1213599067,42811.8585943455,42440.3571190035,43155.8087816492,22020.699230484,22393.4570387463,41581.9017621845,109326.568959822,59773.1751212681,63057.5064409638,21152.1973424762,61857.6774651748,87095.061891841,86507.3168024497,82132.5722883131,62596.0631405625,25927.244652017,101422.112082556,98627.7289056954,113500.901538065,81953.9319297887,116979.877039941,106215.572635353,50445.0814368855,64371.5419230293,60540.7097434657,61099.2078563381,63705.947683028,71080.6296566418,94846.0623681461,95228.8523621383,95370.2544851428,95470.2402331252,95511.6566081474,95611.6423561298,95894.4466021395,95853.0302271174,41271.903203579,88559.7366557695,85572.2581948789,84865.2475798549,84099.6675918707,30946.6146804543,30512.3656926488,116640.995220691,254125.085384048,253566.587271176,258982.970660164,271858.11467267,276727.288467436,280719.608007585,286317.123554815,284606.442340473,288300.050536534,294660.770339824,294296.263175836,299842.370590421,312248.489184273,305157.079283377,306085.344278903,307922.325978105,299162.572545848,296071.837159975,298363.245677972,298973.223650777,297483.473529169,298024.823860634,282884.548027397,250865.726175792,250500.089179737,263688.165294626,261375.518232595,247176.296119233,252286.857784986,251175.72603853,256591.670291725,268029.774292825,275532.883531009,100309.01230368,251635.494736338,295786.887656631,290987.571753475,247586.303900206,261846.565015994,251597.0001679,111639.216021852,106798.924183599
"s-4a",8800.03997521763,14010.6017344114,23593.3355715727,29341.1138632371,37048.3949071416,76293.4488285735,76807.5983267797,0,3438.01652050401,9072.77551978371,15858.8719522647,29241.1268111215,97678.6699382357,99481.3456415635,129768.230561304,6086.19098007216,23793.309675803,77787.3705690224,6086.19098007216,106899.935789917,108091.408486701,99581.3313895454,99929.8153876616,107395.686390327,107902.725509386,100885.324252819,139212.485386177,118565.648647771,117890.011788978,100536.840254703,97641.4317027165,95283.1901261606,94173.3042795636,99481.3456415635,96785.908585541,99454.1500248346,98985.5950411541,133744.643003376,96907.225470964,96365.8803560297,98517.0400574737,107127.102902611,96034.5493558508,163539.515022285,163663.764147352,77194.5664602743,78125.8119483477,77356.0538208611,106191.679275035,126838.516013442,154573.05233995,192316.130663573,145081.516660767,139282.343277787,180370.621219274,188991.091703209,14583.2866981294,106873.180613115,99324.0364204801,100641.004142188,28262.5430869039,51500.3155803936,164209.727841715,138320.969933341,181556.669876696,181615.239249656,181473.837126651,51783.1198264032,138299.638795901,48227.9684723774,17282.9358011032,99932.7476273061,37348.3560634866,99324.0364204801,77046.0539581227,101092.406127931,183147.569705562,77156.0823248963,58993.4239320289,48834.9933394183,37913.9632513731,28262.5430869039,1389.75785296336,35487.0327392442,119038.381770954,117806.73990314,118894.047408305,118849.698793638,120082.147425519,119743.706046193,117051.201229814,8248.62615883983,10562.5230331269,119205.293170902,118833.79169556,33710.3602222232,98414.1338070401,54414.1412880335,117975.336338741,185720.003536377,24817.4318368438,139450.94101752,55655.4009843039,138251.112041731,163488.496468397,162900.751379006,158526.006864869,138989.497717119,102320.679228573,24614.5137557762,175021.163482251,189894.33611462,158347.366506345,193373.311616497,29407.9743085729,126838.516013442,140764.976499585,136934.144320022,137492.642432894,140099.382259584,147474.064233198,18038.4640413664,18421.2540353585,18562.656158363,18662.6419063454,18704.0582813676,18804.04402935,19086.8482753597,19045.4319003376,117665.337780135,164953.171232325,161965.692771435,161258.682156411,160493.102168427,107340.04925701,106905.800269205,193034.429797247,330518.519960603,329960.021847731,335376.405236718,348251.549249224,353120.72304399,357113.04258414,362710.55813137,360999.876917028,364693.485113089,371054.204916378,370689.69775239,376235.805166975,388641.923760828,381550.513859931,382478.778855458,384315.76055466,375556.007122403,372465.27173653,374756.680254526,375366.658227332,373876.908105724,374418.258437188,359277.982603952,327259.160752347,326893.523756292,340081.599871181,337768.95280915,323569.730695788,328680.292361541,327569.160615085,332985.104868279,344423.20886938,351926.318107563,176702.446880236,328028.929312893,372180.322233186,367381.00633003,323979.738476761,338239.999592549,327990.434744454,188032.650598407,183192.358760155
"s-4b",5362.02345471362,10572.5852139074,20155.3190510687,25903.097342733,33610.3783866376,72855.4323080695,73369.5818062757,3438.01652050401,0,12510.7920402877,12420.8554317607,25803.1102906174,94240.6534177317,96043.3291210595,126330.2140408,2648.17445956815,20355.293155299,74349.3540485183,2648.17445956815,103461.919269413,104653.391966197,96143.3148690413,96491.7988671575,103957.669869823,104464.708988882,97447.3077323154,135774.468865673,115127.632127267,114451.995268474,97098.823734199,94203.4151822125,91845.1736056566,90735.2877590595,96043.3291210595,93347.892065037,96016.1335043306,95547.5785206501,130306.626482872,93469.2089504599,92927.8638355256,95079.0235369696,103689.086382107,92596.5328353467,160101.498501781,160225.747626848,73756.5499397703,74687.7954278437,73918.037300357,102753.662754531,123400.499492938,151135.035819446,188878.114143069,141643.500140263,135844.326757283,176932.60469877,185553.075182705,18021.3032186334,103435.164092611,95886.0198999761,97202.9876216844,24824.5265663999,48062.2990598896,160771.711321211,134882.953412837,178118.653356192,178177.222729152,178035.820606148,48345.1033058992,134861.622275397,44789.9519518733,13844.9192805992,96494.731106802,33910.3395429825,95886.0198999761,73608.0374376187,97654.3896074274,179709.553185059,73718.0658043922,55555.4074115249,45396.9768189142,34475.9467308691,24824.5265663999,4827.77437346737,32049.0162187402,115600.36525045,114368.723382636,115456.030887801,115411.682273134,116644.130905014,116305.689525689,113613.18470931,11686.6426793438,14000.5395536309,115767.276650398,115395.775175056,30272.3437017192,94976.1172865361,50976.1247675295,114537.319818237,182281.987015873,21379.4153163398,136012.924497016,52217.3844637999,134813.095521227,160050.479947893,159462.734858502,155087.990344365,135551.481196615,98882.6627080691,28052.5302762803,171583.146961747,186456.319594116,154909.349985841,189935.295095993,32845.9908290769,123400.499492938,137326.959979081,133496.127799518,134054.62591239,136661.36573908,144036.047712694,21476.4805618704,21859.2705558625,22000.6726788671,22100.6584268495,22142.0748018716,22242.0605498541,22524.8647958637,22483.4484208416,114227.321259631,161515.154711821,158527.676250931,157820.665635907,157055.085647923,103902.032736506,103467.783748701,189596.413276743,327080.503440099,326522.005327227,331938.388716214,344813.53272872,349682.706523486,353675.026063636,359272.541610866,357561.860396524,361255.468592585,367616.188395874,367251.681231886,372797.788646471,385203.907240324,378112.497339427,379040.762334954,380877.744034156,372117.990601899,369027.255216026,371318.663734022,371928.641706828,370438.89158522,370980.241916684,355839.966083448,323821.144231843,323455.507235788,336643.583350677,334330.936288646,320131.714175284,325242.275841037,324131.144094581,329547.088347775,340985.192348876,348488.301587059,173264.430359732,324590.912792389,368742.305712682,363942.989809526,320541.721956257,334801.983072045,324552.41822395,184594.634077903,179754.342239651
