"","amp_2017_8","mon_2017_10","and_2017_3","gm_2017","amp_2017_9","and_2017_5","ir_2017_2","gm_2017_15","gm_2017_13","gm_2017_5","gm_2017_3","gm_2017_16","mon_2017_9","gm_2017_11","mon_2017_3","and_2017_7","gm_2017_12","gm_2017_7","gm_2017_8","amp_2017_6","amp_2017_2","and_2017_1","and_2017_2","mon_2017_7","lix_2017_6","amp_2017_1","gm_2017_1","amp_2017_4","lix_2017_2","lix_2017_4","lix_2017_3","lix_2017_5","lix_2017_7","gm_2017_14","gm_2017_2","gm_2017_4","gm_2017_9","mon_2017","mon_2017_8","ir_2017_6","lix_2017_8","ir_2017_3","mon_2017_6","ir_2017_5","ir_2017_8","and_2017_8","and_2017_4","ir_2017_1","ir_2017_21","mon_2017_5","amp_2017_5","mon_2017_2","lix_2017_9","ir_2017_7","amp_2017_3","mon_2017_4","mon_2017_1","gm_2017_6","and_2017_6","and_2017","ir_2017_16","ir_2017_18","ir_2017_15","ir_2017_12","ir_2017_19","ir_2017_13","ir_2017_17","ir_2017_11","ir_2017_20","ir_2017_10","ir_2017_14","ir_2017_9","ir_2017_4","lix_2017_1","rel_life4fish1","rel_life4fish2","rel_life4fish3","rel_life4fish5","rel_life4fish4","rel_life4fish6"
"ir_2017_15",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_12",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_19",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_13",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_17",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_11",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_20",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_10",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_14",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_9",15140.3021498812,17812.6131909434,34852.2111857176,49933.9113542177,12443.9002164186,34893.629595939,282.78163920294,49933.9113542177,49933.9113542177,49975.3297644383,49975.3297644383,46330.5985084331,17312.7511440429,49933.9113542177,17312.7511440429,34893.629595939,49933.9113542177,49975.3297644383,49975.3297644383,15098.8837396598,15140.3021498812,34793.6571865588,34852.2111857176,17271.3327338215,29681.5615501277,15140.3021498812,50016.7481746597,15140.3021498812,29722.9679647937,29722.9679647937,29722.9679647937,29681.5615501277,29681.5615501277,49933.9113542177,49975.3297644383,49975.3297644383,49975.3297644383,17271.3327338215,17312.7511440429,282.78163920294,29781.5459550632,282.78163920294,17271.3327338215,282.78163920294,241.363228981604,32911.3169972742,34893.629595939,282.78163920294,1448.1913694441,17271.3327338215,15140.3021498812,17312.7511440429,30447.0936384046,241.363228981604,15140.3021498812,17312.7511440429,17312.7511440429,50075.3021738185,34893.629595939,34452.3215481972,382.754048582958,382.754048582958,382.754048582958,282.78163920294,382.754048582958,282.78163920294,382.754048582958,282.78163920294,382.754048582958,282.78163920294,382.754048582958,0,282.78163920294,29722.9679647937,52747.433281553,19557.9286465031,47927.3159342696,441.308047741756,34152.4043200568,14199.1320552387
"ir_2017_4",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"lix_2017_1",44863.2701146747,12754.5255344663,64575.179150511,79656.8793190111,42166.8681812122,64616.5975607323,29840.0759631113,79656.8793190111,79656.8793190111,79698.2977292317,79698.2977292317,76053.5664732264,13327.1520763306,79656.8793190111,13244.315255888,64616.5975607323,79656.8793190111,79698.2977292317,79698.2977292317,44821.8517044534,44863.2701146747,64516.6251513522,64575.179150511,13285.7336661093,99.9724093801342,44863.2701146747,79739.7161394531,44863.2701146747,0,0,0,99.9724093801342,99.9724093801342,79656.8793190111,79698.2977292317,79698.2977292317,79698.2977292317,13285.7336661093,13327.1520763306,29840.0759631113,141.39081960147,29840.0759631113,13285.7336661093,29840.0759631113,29881.4943733326,62634.2849620676,64616.5975607323,29840.0759631113,28274.7765953496,13285.7336661093,44863.2701146747,13244.315255888,724.125673610915,29881.4943733326,44863.2701146747,13244.315255888,13244.315255888,79798.2701386119,64616.5975607323,64175.2895129906,29940.0483724913,29940.0483724913,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29840.0759631113,29940.0483724913,29722.9679647937,29840.0759631113,0,82470.4012463465,10165.0393182905,77650.2838990631,29281.6599170519,63875.3722848502,43922.1000200323
"rel_life4fish1",37689.9679521147,70560.0464724963,17895.2220958356,2813.52192733537,40362.0990598486,17936.6405060569,52630.3252832354,2813.52192733537,2813.52192733537,2854.94033755605,2854.94033755605,6416.83477312006,70060.1844255957,2813.52192733537,70060.1844255957,17936.6405060569,2813.52192733537,2854.94033755605,2854.94033755605,37648.5495418933,37607.131131672,17953.7760949944,17895.2220958356,70018.7660153744,82428.9948316805,37607.131131672,2896.35874777739,37607.131131672,82470.4012463465,82470.4012463465,82470.4012463465,82428.9948316805,82428.9948316805,2813.52192733537,2854.94033755605,2854.94033755605,2854.94033755605,70018.7660153744,70060.1844255957,52630.3252832354,82528.979236616,52630.3252832354,70018.7660153744,52630.3252832354,52588.9068730141,19836.116284279,17936.6405060569,52630.3252832354,54195.6246509971,70018.7660153744,37607.131131672,70060.1844255957,83194.5269199574,52588.9068730141,37607.131131672,70060.1844255957,70060.1844255957,2754.96792817592,17936.6405060569,18295.111733356,52530.3528738554,52530.3528738554,52530.3528738554,52630.3252832354,52530.3528738554,52630.3252832354,52530.3528738554,52630.3252832354,52530.3528738554,52630.3252832354,52530.3528738554,52747.433281553,52630.3252832354,82470.4012463465,0,72305.361928056,4820.11734728346,53188.7413292948,18595.0289614964,38548.3012263144
"rel_life4fish2",34698.2307963843,2589.48621617571,54410.1398322206,69491.8400007206,32001.8288629218,54451.5582424419,19675.0366448207,69491.8400007206,69491.8400007206,69533.2584109413,69533.2584109413,65888.527154936,3162.11275804008,69491.8400007206,3079.2759375974,54451.5582424419,69491.8400007206,69533.2584109413,69533.2584109413,34656.812386163,34698.2307963843,54351.5858330618,54410.1398322206,3120.69434781874,10123.6329036246,34698.2307963843,69574.6768211626,34698.2307963843,10165.0393182905,10165.0393182905,10165.0393182905,10123.6329036246,10123.6329036246,69491.8400007206,69533.2584109413,69533.2584109413,69533.2584109413,3120.69434781874,3162.11275804008,19675.0366448207,10223.6173085601,19675.0366448207,3120.69434781874,19675.0366448207,19716.4550550421,52469.2456437772,54451.5582424419,19675.0366448207,18109.737277059,3120.69434781874,34698.2307963843,3079.2759375974,10889.1649919015,19716.4550550421,34698.2307963843,3079.2759375974,3079.2759375974,69633.2308203214,54451.5582424419,54010.2501947002,19775.0090542007,19775.0090542007,19775.0090542007,19675.0366448207,19775.0090542007,19675.0366448207,19775.0090542007,19675.0366448207,19775.0090542007,19675.0366448207,19775.0090542007,19557.9286465031,19675.0366448207,10165.0393182905,72305.361928056,0,67485.2445807725,19116.6205987614,53710.3329665597,33757.0607017419
"rel_life4fish3",32869.8506048313,65739.9291252129,13075.1047485521,2006.59541994809,35541.9817125652,13116.5231587735,47810.207935952,2006.59541994809,2006.59541994809,2048.01383016877,2048.01383016877,1655.2834205505,65240.0670783123,2006.59541994809,65240.0670783123,13116.5231587735,2006.59541994809,2048.01383016877,2048.01383016877,32828.43219461,32787.0137843886,13133.6587477109,13075.1047485521,65198.648668091,77608.8774843971,32787.0137843886,2089.4322403901,32787.0137843886,77650.2838990631,77650.2838990631,77650.2838990631,77608.8774843971,77608.8774843971,2006.59541994809,2048.01383016877,2048.01383016877,2048.01383016877,65198.648668091,65240.0670783123,47810.207935952,77708.8618893326,47810.207935952,65198.648668091,47810.207935952,47768.7895257307,15015.9989369955,13116.5231587735,47810.207935952,49375.5073037137,65198.648668091,32787.0137843886,65240.0670783123,78374.409572674,47768.7895257307,32787.0137843886,65240.0670783123,65240.0670783123,2147.9862395489,13116.5231587735,13474.9943860725,47710.235526572,47710.235526572,47710.235526572,47810.207935952,47710.235526572,47810.207935952,47710.235526572,47810.207935952,47710.235526572,47810.207935952,47710.235526572,47927.3159342696,47810.207935952,77650.2838990631,4820.11734728346,67485.2445807725,0,48368.6239820114,13774.911614213,33728.183879031
"rel_life4fish5",15581.6101976229,17371.3051432017,35293.5192334594,50375.2194019594,12885.2082641604,35334.9376436807,641.252866502025,50375.2194019594,50375.2194019594,50416.6378121801,50416.6378121801,46771.9065561748,16871.4430963011,50375.2194019594,16871.4430963011,35334.9376436807,50375.2194019594,50416.6378121801,50416.6378121801,15540.1917874016,15581.6101976229,35234.9652343006,35293.5192334594,16830.0246860798,29240.253502386,15581.6101976229,50458.0562224014,15581.6101976229,29281.6599170519,29281.6599170519,29281.6599170519,29240.253502386,29240.253502386,50375.2194019594,50416.6378121801,50416.6378121801,50416.6378121801,16830.0246860798,16871.4430963011,641.252866502025,29340.2379073215,641.252866502025,16830.0246860798,641.252866502025,599.834456280689,33352.625045016,35334.9376436807,641.252866502025,1006.88332170235,16830.0246860798,15581.6101976229,16871.4430963011,30005.7855906629,599.834456280689,15581.6101976229,16871.4430963011,16871.4430963011,50516.6102215602,35334.9376436807,34893.629595939,741.225275882043,741.225275882043,741.225275882043,641.252866502025,741.225275882043,641.252866502025,741.225275882043,641.252866502025,741.225275882043,641.252866502025,741.225275882043,441.308047741756,641.252866502025,29281.6599170519,53188.7413292948,19116.6205987614,48368.6239820114,0,34593.7123677986,14640.4401029805
"rel_life4fish4",19094.9389906183,51965.0175110001,699.806865660823,15781.507034161,21767.0700983523,741.225275882159,34035.2963217392,15781.507034161,15781.507034161,15822.9254443817,15822.9254443817,12178.1941883763,51465.1554640995,15781.507034161,51465.1554640995,741.225275882159,15781.507034161,15822.9254443817,15822.9254443817,19053.520580397,19012.1021701756,641.252866502025,699.806865660823,51423.7370538782,63833.9658701842,19012.1021701756,15864.343854603,19012.1021701756,63875.3722848502,63875.3722848502,63875.3722848502,63833.9658701842,63833.9658701842,15781.507034161,15822.9254443817,15822.9254443817,15822.9254443817,51423.7370538782,51465.1554640995,34035.2963217392,63933.9502751197,34035.2963217392,51423.7370538782,34035.2963217392,33993.8779115179,1241.0873227826,741.225275882159,34035.2963217392,35600.5956895009,51423.7370538782,19012.1021701756,51465.1554640995,64599.4979584611,33993.8779115179,19012.1021701756,51465.1554640995,51465.1554640995,15922.8978537618,741.225275882159,299.917228140403,33935.3239123592,33935.3239123592,33935.3239123592,34035.2963217392,33935.3239123592,34035.2963217392,33935.3239123592,34035.2963217392,33935.3239123592,34035.2963217392,33935.3239123592,34152.4043200568,34035.2963217392,63875.3722848502,18595.0289614964,53710.3329665597,13774.911614213,34593.7123677986,0,19953.2722648181
"rel_life4fish6",941.170094642427,32011.7452461822,20653.0791304789,35734.7792989791,1813.79783353423,20694.4975407002,14082.0240569211,35734.7792989791,35734.7792989791,35776.1977091998,35776.1977091998,32131.4664531944,31511.8831992816,35734.7792989791,31511.8831992816,20694.4975407002,35734.7792989791,35776.1977091998,35776.1977091998,899.751684421091,941.170094642427,20594.5251313201,20653.0791304789,31470.4647890603,43880.6936053664,941.170094642427,35817.6161194211,941.170094642427,43922.1000200323,43922.1000200323,43922.1000200323,43880.6936053664,43880.6936053664,35734.7792989791,35776.1977091998,35776.1977091998,35776.1977091998,31470.4647890603,31511.8831992816,14082.0240569211,43980.6780103019,14082.0240569211,31470.4647890603,14082.0240569211,14040.6056466998,18712.1849420355,20694.4975407002,14082.0240569211,15647.3234246828,31470.4647890603,941.170094642427,31511.8831992816,44646.2256936433,14040.6056466998,941.170094642427,31511.8831992816,31511.8831992816,35876.1701185799,20694.4975407002,20253.1894929585,13982.0516475411,13982.0516475411,13982.0516475411,14082.0240569211,13982.0516475411,14082.0240569211,13982.0516475411,14082.0240569211,13982.0516475411,14082.0240569211,13982.0516475411,14199.1320552387,14082.0240569211,43922.1000200323,38548.3012263144,33757.0607017419,33728.183879031,14640.4401029805,19953.2722648181,0
